Refererence set,Term,Preferred Term,Concept Id
Intervensjoner,Infant massage (regime/therapy),spedbarnsmassasje,406147003
Intervensjoner,Neurovascular assessment (procedure),nevrovaskulær undersøkelse,423558004
Intervensjoner,Management of blood levels (procedure),håndtering av blodverdier,9601000202104
Intervensjoner,Bottle feeding with breast milk (regime/therapy),flaskemating med morsmjølk,507811000202106
Intervensjoner,Referral for perinatal home care (procedure),henvisning til perinatal hjemmebehandling,417105002
Intervensjoner,"Postoperative follow-up, anesthesia (procedure)",postoperativ oppfølging av anestesi,49730009
Intervensjoner,Referral to sexologist (procedure),henvisning til sexolog,477531000202101
Intervensjoner,Restricting food intake (regime/therapy),restriksjon av matinntak,289165000
Intervensjoner,Grieving support (regime/therapy),sorgstøtte,133922009
Intervensjoner,Facilitating temporary discharge (procedure),tilrettelegging for permisjon,15281000202109
Intervensjoner,Secluding patient (procedure),skjerming,90278001
Intervensjoner,Count of instruments and sponges (procedure),telling av utstyr og kompresser,711136008
Intervensjoner,Support for family coping process (regime/therapy),støtte mestringsprosess hos pårørende,710869004
Intervensjoner,Energy conservation management (procedure),håndtering av energiøkonomisering,385689004
Intervensjoner,Management of financial circumstance (procedure),handtering av økonomiske forhold,710962009
Intervensjoner,Implementation of aseptic technique (procedure),iverksetting av aseptisk teknikk,370822003
Intervensjoner,Assessment of nausea (procedure),vurdering av kvalme,1217125005
Intervensjoner,Respiratory assessment (procedure),vurdering av respirasjon,422834003
Intervensjoner,Management of dehydration (procedure),håndtering av dehydrering,713140006
Intervensjoner,Tobacco abuse prevention education (procedure),undervisning om forebygging av tobakkmisbruk,408939007
Intervensjoner,Patient referral for family planning (procedure),tilvising til familieplanleggingsteneste,86395003
Intervensjoner,Assessment of prevention of harmful pattern of substance use (procedure),vurdering av førebygging av substansmisbruk,408934002
Intervensjoner,Exposure - behavior therapy (regime/therapy),eksponeringsterapi,225224008
Intervensjoner,Assessment of ablility to perform activity of daily living (procedure),kartlegging av funksjon i aktiviteter i dagliglivet,628081000202106
Intervensjoner,Informing patient about right to free dental care (procedure),informering av pasient om rett til gratis tannbehandling,297471000202109
Intervensjoner,Monitoring of pulse (regime/therapy),overvåking av puls,50072001
Intervensjoner,Monitoring for risk of complications of nurse-controlled analgesia (regime/therapy),overvaking av risiko for negativ respons på sjukepleiestyrt analgesi,710991007
Intervensjoner,Initiation of patient controlled analgesia (procedure),oppstart av pasientstyrt analgesi,710223006
Intervensjoner,Family education about administration of blood product (situation),pårørandeundervisning om administrasjon av blodprodukt,710983003
Intervensjoner,Referral to breastfeeding education class during prenatal period (procedure),tilvising til gruppeundervisning om amming før fødsel,710916001
Intervensjoner,Assessment of vaginal bleeding (procedure),vurdering av vaginalblødning,507751000202100
Intervensjoner,Education about housing (procedure),undervisning om buforhold,1345171007
Intervensjoner,Councelling about economy (procedure),økonomisk veiledning,598011000202103
Intervensjoner,Postoperative care (regime/therapy),postoperativ pleie,133899007
Intervensjoner,Initiation of nurse controlled analgesia (procedure),oppstart av sykepleiestyrt analgesi,710222001
Intervensjoner,Referral to further evaluation and/or treatment (situation),tilvising til vidare vurdering og/eller behandling,10051000202100
Intervensjoner,Pacemaker care education (procedure),undervisning om pacemakerbehandling,410097004
Intervensjoner,Infant development screening (procedure),undersøking av spedbarnsutvikling,15376006
Intervensjoner,Health literacy enhancement (regime/therapy),fremming av helsekompetanse,430253004
Intervensjoner,Education about risk reduction technique (procedure),opplæring om risikoreduserende teknikk,710737001
Intervensjoner,Facilitation of activity of daily living (procedure),tilrettelegging for aktivitet i dagleglivet,1155839009
Intervensjoner,Cardiac rehabilitation management (procedure),håndtering av hjerterehabilitering,385980003
Intervensjoner,Consulting with pharmacist about generic medication (procedure),konsultasjon med farmasøyt om generisk medisin,1156704007
Intervensjoner,Distraction (procedure),avledning,414039005
Intervensjoner,Giving encouragement to perform physical activity (procedure),oppmuntring til fysisk aktivitet,598021000202106
Intervensjoner,Anger management training (procedure),trening i sinnehåndtering,225321003
Intervensjoner,Bowel incontinence care: encopresis (regime/therapy),behandling av enkoprese,386224005
Intervensjoner,Feeding patient (regime/therapy),etehjelp,75118006
Intervensjoner,Use of rapport building technique (procedure),etablering av rapport,1381508003
Intervensjoner,Fracture care education (procedure),undervisning om frakturbehandling,385692000
Intervensjoner,Maintenance of device (procedure),vedlikehold av utstyr,133909001
Intervensjoner,Peritoneal dialysis (procedure),peritonealdialyse,71192002
Intervensjoner,Liaising with multidisciplinary team (procedure),samarbeid med tverrfagleg team,225971008
Intervensjoner,Respiratory therapy surveillance (regime/therapy),overvåking av respirasjonsbehandling,425123005
Intervensjoner,Bowel training education (procedure),undervisning om tarmtrening,385705000
Intervensjoner,Assessment of spiritual beliefs of family (situation),vurdering av åndelig tro i familien,710555007
Intervensjoner,Trial of spontaneous breathing (procedure),spontan pustetest,424139009
Intervensjoner,Evaluation of count of instruments and sponges procedure (procedure),evaluering av prosedyre for telling av kirurgisk utstyr og kompresser,711138009
Intervensjoner,Weaning from mechanically assisted ventilation (regime/therapy),respiratoravvenning,243174005
Intervensjoner,Family education about infection prevention (situation),pårørendeundervisning om infeksjonsforebygging,709272000
Intervensjoner,Psychological assessment (procedure),psykologisk vurdering,405783006
Intervensjoner,Application of surface transcutaneous neurostimulator (procedure),bruk av transkutan nevrostimulator,8679008
Intervensjoner,Surgical follow-up (finding),kirurgisk oppfølging,183644000
Intervensjoner,Monitoring of respiration (regime/therapy),overvaking av respirasjon,53617003
Intervensjoner,Assessment of preoperative neurological status (procedure),vurdering av preoperativ nevrologisk status,711047004
Intervensjoner,Referral to financial service (procedure),tilvising til økonomisk teneste,710913009
Intervensjoner,Assessment of alcohol use (procedure),vurdering av alkoholbruk,713127001
Intervensjoner,Accountability (procedure),ansvarleggjering,507861000202108
Intervensjoner,Assessment of use of complementary therapy (procedure),vurdering av bruk av alternativ behandling,1231389008
Intervensjoner,Assessment of caregiver knowledge of instruction manual (situation),vurdering av omsorgspersons kunnskap om bruksrettleiing,733856009
Intervensjoner,Tracheostomy care education (procedure),opplæring i trakeostomistell,410212001
Intervensjoner,Weight maintenance regimen (regime/therapy),regime for vektvedlikehald,388962008
Intervensjoner,Risk management (procedure),handtering av risiko,225314003
Intervensjoner,Assessment of risk for impaired nutritional status (procedure),vurdering av risiko for nedsatt ernæringsstatus,710563008
Intervensjoner,Health coaching (regime/therapy),coaching av pasient,1156338001
Intervensjoner,Depression screening (procedure),kartlegging for depresjon,171207006
Intervensjoner,Stimulation of newborn (procedure),stimulering av nyfødd,1155834004
Intervensjoner,Positioning paient in lithotomy position (procedure),leiring i litotomileie,297651000202100
Intervensjoner,Smoking cessation therapy (regime/therapy),røykesluttbehandling,710081004
Intervensjoner,Assessment of diabetic foot ulcer (procedure),vurdering av diabetisk fotsår,713130008
Intervensjoner,Assistance with general house cleaning (procedure),hjelp til reinhald i heimen,1544381000168104
Intervensjoner,Assessment of death tradition (procedure),vurdering av tradisjon ved dødsfall,710844004
Intervensjoner,Vomiting management (regime/therapy),håndtering av oppkast,386495004
Intervensjoner,Assistance with mobility (procedure),mobilitetshjelp,710803000
Intervensjoner,Values clarification (procedure),verdiavklaring,386491008
Intervensjoner,Pulse oximetry monitoring (regime/therapy),overvåking med pulsoksymeter,284034009
Intervensjoner,Education about eating pattern (procedure),undervisning om etemønster,710881000
Intervensjoner,Informing health care professional of test result (procedure),informasjon til helsepersonell om prøveresultat,711108003
Intervensjoner,Dialysis access maintenance (regime/therapy),vedlikehald av dialysetilgang,406168002
Intervensjoner,Facilitation of intake of nutrients and fluids (procedure),tilrettelegging for nærings- og væskeinntak,13911000202107
Intervensjoner,Education about progressive muscle relaxation technique (procedure),opplæring om progressiv muskelavslapningsteknikk,440314008
Intervensjoner,Elopement management (procedure),rømmingshandtering,15381000202103
Intervensjoner,Respiratory rate taking education (procedure),opplæring i telling av respirasjonsfrekvens,410197001
Intervensjoner,Assessment of fluid volume compliance (procedure),vurdering av etterlevelse av væskeregime,410116006
Intervensjoner,Screening for hearing loss (procedure),undersøking for høyrselstap,710076008
Intervensjoner,Escorting subject of care (procedure),følging av pasient,1156336002
Intervensjoner,Fluid intake encouragement (procedure),oppmuntring til drikke,113148007
Intervensjoner,Categorizing surgical wound (procedure),kategorisering av operasjonssår,710504000
Intervensjoner,Provision of privacy for spiritual behavior (procedure),tilrettelegging for privatliv til åndelig utøvelse,710919008
